Text,label
برنامج يجنن يستحقق اكثر من الف نجمه بس لو يزيدون كم مطعم بعد يطلع يجنن,1
اذا طلبت اعرف ان اخرتها راح اكل اندومي بعد انتظار ساعتين الغوا طلبي واخترعوا عذر رقمك خطا وهو صحيح,0
بنسبه كبيره عندي رضا عن التطبيق بصراحه من ناحية الباصات والسواقين والمواعيد وكله الحمد لله جميل في تقدم دائما يااارب واهم حاجه فعلا خدمة العملاء لما قدمت شكوي تاني يوم اتصلوا بيا واعتذرولي واهتموا جدا بالشكوي تحيه كبيره جدا ليهم,1
يستحق الف نجمه,1
عدم احترام المواعيد وخدمه بقت في الاسواء,0
صراحه سيء صار معي موقف لو اروح اشتري من المطعم افضل من اني اطلب من طلبات,0
غير مرضية,0
كتير سيئين والإعلانات زفت كتير ارحمو اهلي خلص,0
جديد جديد,1
مميز وسلس,1
كريه,0
اسوء تطبيق ورب الكعبه انتظر اكثر من ساعتين في الاخير بعد ما يئست تواصلت مع خدمة العملاء زعلت بلغتهم يكنسلون الطلب كان رد الموظف بكل برود تم الغاء الطلب نعتذر على التاخير الغى المحادثه الساعتين الزفت اللي قاعد انتظر فيها ذي راحت من وقتي لو اني رايح مع تاكسي اصرف لي لكن اخر مره وربي حذف من غير رجعه,0
برنامج زباله أكواد زي فودافون كاش أفضل,0
اروع روعه,1
البرنامج فوق الروعه,1
ليتكم تحذفون تطبيقكم احسن لكم زي وجيهكم لا توصيل فالوقت ولا مطاعم زينه ولا شي زي الزق,0
تم حذف برنامج سبب كثير توصل اغراض ناقصه ثانين عمال توصيل في الاردن عمان يرفضو توصيل دور ثالث واجهتني مشكلة اكثر من مرى وحذفت ططبيق اما شركه محترمه جدا جدا اعذروني على تقيم سيء,0
طبيق فاشل بكل المقاييس,0
ممتع,0
يتأخر الطلب ساعاتت,0
ممتاز واتمني تطوير مجالات الخدمة وزيادة المحلات ليغطي حاجة الشخص,1
أنا جربت هالتطبيق أول ماجربته السنه اللي راحت كان ممتاز وكان يوصل الطلب بسرعه وكان تطبيقي المفضلوالآن صار زفت للأسف خاب ظنيفي آخر ثلاث طلبات طلبتهم يتأخر الطلب بشكل مزعج أكثر من ساعهوأوقات يلغون طلبك من دون أن تدريماعندهم أي إهتمام بالعميلوقمت بحذف البرنامج مؤخراحبيت أنقل تجربتي علشان الناس تنتبه وانصحكم بالهنقرستيشن أفضل خدمه وتوصيلهم سريع,0
كل لما احاول اسحب فلوس من الفرع او من atm يعمل فشل وخدمة العملاء مش كويسه ومش بتحل اي مشاكل,0
كتير سي وحكولنا اشي وطلع اشي,0
السلام عليكم ورحمه الله وبركاته كل ما اريدة سوأل واحد فقط هل يمكننا الطلب من سوهاج نحن نسكن في سوهاج؟؟؟ ونشكركم هذا التطبيق والسلام عليكم ورحمه الله وبركاته,1
لا تظهر عندي باقات السفر وعندما كلمت خدمة العملاء الرد البرنامج مسؤول عن الباقة؟؟؟؟؟؟؟,0
انتم لا تستحقون اي تقييم خدمة التوصيل اكتر من حدها والوقت ليس دقيق ولا الاهتمام بالمشاكل ولا توجد معاملة مستحقه لستم الشركه المناسبة في التوصيل,0
وحشه جدا سئة جدا إعلاناتك سخيفه كرهتنا فيك وكتر الاعلان دليل على الفشل ارحمنا ارفنا من اعلانك,0
الخدمة بموقع طلبات للاسف صارت مو زينه مرتين يقولون لي ان في اختلاف بالاسعار ياريت تقومون بتعديل هذي المشكله,0
حلوو بس عندهم مشكلة في تأخير الطلبية وعدم معرفات المندوب العنوان بس,1
تطبيق ممتاز ويستاهل نجوم,1
جامد جدي,1
البرنامج جيد لكن ما فيه يم يم تري,1
اتفو,0
ممتاز جدا جدا جدا جزاكم الله خير على هذا التطبيق المميز الذي ليس له مثيل,1
حلو وصادق,1
ياريت يا جماعة رحلة الساعة كل يوم مدخل نا دى سموحة إلى العجمى,0
مواعيد بقت زفت وأسلوب مستفز عشان اطلب اوردار يتأخر ساعتين ومش عارفين ولا انا ولا القائمين علي الابلكشن الوصول للسائق تبقي مهزلة,0
اسوء برنامج لتوصيل الطلبات من جميع النواحي خدمة وتعامل وانعدام مصداقية وغلاء اسعار وعدم احترامهم للعملاء وتأخير في توصيل الطلبات من خبرتي بهم وتجربتي معهم لا انصح احد بتجربتهم أو تحميل تطبيقهم,0
تضامناً مع الكباتن اعطوهم حقهم,0
جميد,1
جميل جدآ والطعم جميله جدا ولذيذ جدآ ونفس الصور التي وصلت إلي,1
الغلطات في الاوردر كتير كل شوين غلطه بتزل عقبال ما يردلي فلوسي او يجيلي سندوتش بديل,0
مش راضي يقبل الدفع من البطاقه,0
البتحة,1
البرنامج لا يسجل وتظهر رسالة البيانات غير صحيحةماالحل,0
أجمل برنامج حلو يجيبلك الطلب حا ولذيذ,1
مىننلخل,0
اغلب الاحيان تكون سيئه جداااا,0
بجننوو الله يعطتيكم العافيه,1
بعض المطاعم اسماء الاكل عندهم غريب وللاسف مافي صور توضح منظر الوجبة,1
مش عايز يحمل عندي,0
ساعتين انا احاول ادخل الموقع حذفت نزلت التطبيق مرتين كملهالي يرجى المحاولة لاحقاتجربة سيئة من بدايتهانجمة واحده فقط,0
كانت جيدة,1
لمدة يومين، ولكذا مرة، التطبيق يقول تم ارسال كود التفعيل، ومفيش حاجة تم إرسالها للاسف,0
برنامج سئ جدا منفذش غير بوتشر واحد بس تجربه سيئه جدا هعمل الغاء لتثبيت البرنامج,0
منطقتي غير متاحة اعلانات مزعجة جدا,0
انتو فاتحين مطاعم منظر ولا مطعم شغال بضلو عرب الله يخزيكو,0
اسوء تطبيق بصراحه مرسول او هنقر استيشن رغم اسعارهم العاليه الا انهم يستحقون هذا المبلغ بصراحه تجربتي في تطبيق طلبات مرتين او مرات كانت من الاسوء واتمنى اغلاق المشروع بالكامل لانه فعلا جدا سيء ولايقارن بباقي التطبيقات اعتذاري لباقي التطبيقات ماعدا طلبات تأخير في التسليم الغاء الطلب بدون حتى مراجعة العميل طريقة التواصل مع خدمة العملاء ينقضي بأكثر من نصف ساعه انتظار وكل هذا سوء اداره واستهتار لاتستحقون الشكر ولاتستحقون نجمه واحده لكن شروط السوق لاجل التعليق,0
فكرة جميلة بس اللغة العربيه عشان الكل يستفيد,1
جميل وسهل ومفيد,1
افضل تطبيق طلب وجبات,1
خدمة التوصيل تتأخر كثير,0
البرنامج حلو بس لو تخلو في قسيمة خصم,1
الله يزق دعاياتهم التطبيق,0
جااامد,1
احلى تطبيق توصيل اكل,1
للاسف مش عارفه استخدم التطبيق مكتوب عذرا لم يتم التوصيل لهذه المنطقه وانا ساكنه في الهرم وجوزي منزل التطبيق ومش بيظهر عنده نفس الكلام ومسجل بنفس المنطقه,0
حيللللل حلو طلبت منو ايجننن حلو,1
تطبيق كدابين جدا في الخصومات,0
بيقول عذرا لا يمكن التوصيل في هذا الموقع,0
تاخر الطلب كثير,0
ولا بستاهل نجمه للانو ما بوصل لكل مناطق حتى على طريق الطره ولا اي مكان بس انصحكم إغلاق البرنامج والخدمه يا انصحكم بمشروع فروع كل المناطق مثال اربد عمان جرش وبس سلام عليكم انصح ما حدا انزلو ابده ولا اشطبه الي عندك,0
كل شي ممتاز,1
Zft,0
مننوتلل,0
شركه سيءه جدا جدا في معاملتها للمندوب,0
جيت اطلب وجبه حاطين خصم ضليت احط بالسله ويرفضو الطلب لحد ما خلص وقت الخصم كلو حكي فاضي وكزب وحق التوصيل بطلعو بالاكل,0
ساعه يطلع اعلان وانا لاريد هذي الاعلانات تطلع لي,0
جيده جدا شكرا لكم,1
لا تستخدمونه ياخذ رقمك السري ويسحب فلوسك والله انا سحبو مني وبقا بالبنك حراااااام عليهم كلاب والله انصحكم,0
تعامل سي,0
رررررروعه,1
ليه مدينه عنك مو موجوده بالخدمه ؟؟,0
سي جدان,0
صار فاشل,0
اهنيكم فكرة حلوة وبالتوفيق,1
تجربة سيئة وتطبيق زبالة وخدمة عملاء غاية في السوء،، مطاعم دون المستوي وطعام زبالة،، بيعملوا حظر للحساب بمزاجهم،، انصح الجميع بعدم تحميل هذا التطبيق,0
انا عاوزة اعرف ازاى استخدم البروموكود,1
كل سنه وانت طيب,1
للاسف مش بيوصل لاى مكان يعنى ملهوش لازمه,0
احسن منه مافي,1
روعه مر ممتاز,1
تطبيق سيئ لا يوجد رقم لخدمه العملاء بتضحكو عالناس بالعروض الموجوده وصلني طلب غلط غير الي وصيتو بقيمه اقل طبعا ولما حكيت كان ردكم راجعنا المطعم والطلب سليم طلعت انا الكذاب,0
برنامج فااااااشل طلبت من كنتاكي ورد علي حق طلبات يقول بعد شوي يدق عليك المطعم ويأكدون الطلب وانا قلت اوك وانتظرت ساعة ونص بعدين دق علي السواق يقول ما معه رصيد انت اتصل دقيت عليه يقول وين بيتكم قلت انت وينك قال انا في المطعم قلت خلاص لا تجي انا غلطان اللي مصدقكم وقلت اجرب واخرتها متت من الجوع نصيييييحة اذا تبي طلب اتصل على المطعم مباشرة اسرع واسهل لا تستخدم التطبيق والله فااااااشل,0
البرنامج سيئ جدا ابي احدد موقعي يقولي الرجاء اختيار المدينه وظغط موافق مايطلعي شيئ,0
تطبيق فاشل جدا حسابي في مصاري بالمحفظة راحو حجبو لحساب بدون اي سبب تواصلت مع خدمة العملاء وتواصلت الايميل محداش فادني كانو بس يعتذرو وما رجعو لحساب ومش قابلين يرجعولي المصاري ومعاملتهم زفت بعد سنة بردو عالواحد ولو في تقييم اقل من نجمة كان حطيت,0
التطبيق جيد لاكن لما اكتب ملاحظة ينسحب عليها,1
فيه مشكلة الحين انا من منطقة تربه ومومكتوبه هذه المنطقه وش اسوي,1
يوفر وقت يوفر تدوير للمطاعم,1
فعلا برنامج ناجح بجدارة اتمنى لكم مزيد من التقدم شكرا لكل من ساهم قي إنتاج هذا البرنامج اعطيكم نجمة,1
تطبيق زبالة وشركة زبالة اللي عملاه,0
فاشلين ما يوصلون تندحه,0
اشي,1
ممتاز وياليت تسون خصومات,1
ججج,0
ابي اسم طلبات alisalem,0
اول ما جيت احمل التطبيق لقيت ناس معلقه بنجمه فقلقت بس بما ان زمايلى كلهم بيستخدموه وانا عارف ان ما حدش بيقيم الا الى عنده مشكلة فقولت اجرب وطلعت تجربه ممتازه الصراحة ودقة فى المواعيد والسواق كان فوق الرائع، الملحوظه الوحيده الى عندى هو فرق السعر ما بين شخصين راكبين من نفس النقطة ليكاد يكون لنفس النقطة,1
ورعة,1
روععععععه بس ياليت تنزلو سعر التوصيل لانو بعد كم شهر ادخل ابغا اطلب سعر التوصيل اغلا من سعر الاكل,1
لا انصح به ابدا,0
برنامج قذر,0
التوصيل بطىء,1
تجربة سيئة مفيش خصم علي أول اوردر وطلع كذب,0
وقت التوصيل بيتم زيادته بدون حتى إخباري وأوقات بيتم إلغاء الأوردر بعد ساعة من طلبه,0
ما شاء الله تبارك وتعالى الرحمن الرحيم التطبيق أكثر من رائع جدا دائما أطلب ولا أضطر أخرج من المنزل برافوووووو لكن للأسف بعض المطاعم تسئ إلى هذا التطبيق الممتاز,1
مره حلو التطبيق انا اعطيته خمس نجوم وصلني الطلب بسرعه,1
احلى موقع في الحياه,1
وشذا الزج عمال زي الخرة تعطيهم الفلوس يقولك ما في باقي ويروح وكمان ما يفهمو عربي أو إنجليزي شذا,0
لو يحطنو عرعر بس,0
بعدي ما طلبت شي بس أحسه تمام يا جماعه بس سوال هل لم يوصل الطلب يكون السعر اكثر من ما كان في التلفون والله ما تستحون عيب مسوين الحد الأدنى شنو فيكم مشكله عقليه يعني ما يصير نطلب شي بمئة فلس وع لا احد يحمل البرنامج انصحكم انتوا كيفكم لا تحملون اخس واتفه محل هالمحل وع من الصبح وانا منفسه عليكم وععععععع,1
شي مره حلو تطبيق يستاهل اكثر من مليون نجمه,1
ممتاز ولكن كمية الروبيان والبطاطس قليلة جدا نتمنى تكثيرها,1
شكرا لحضرتك,1
صعب التنزيل,0
التطبيق جميل جدا وسريع بالتوصيل,1
ممتاز جدا بارك الله فيكم,1
يحافظ على مستواه يجيد التعامل مع العملاء يهتم بفحص شكاوى عملاءه وحلها سريعا,1
الله يلعنه ويلعن صاحب البرنامج صارلي ساعتين وانا انطر,0
واواواواوا,1
اول مره بعلق سلبي على احد التطبيقات ان تخطيت سالفة التأخير لكن للاسف سواويقهم يسرقون من الاكل وياخذون القيمه كامل ومايرضون يردون باقي الفلوس ولما تتواصل مع دعم العملاء يوعدونك يحلون المشكله ويرجعون الفلوس ولحد الحين مارجعوا شي يعني سرقه عيني عينك من التطبيق ومن السواقين,0
يقرف,0
تجربة سيئة جدا عدم التزام وعدم جدية في التعامل,0
بالصدفة افتح الابليكشن الاقي مديونية بتمن الرحلة اللي السواق القذر سابني الشارع الساعة بليل الشارع وانا مسافرة مطروح ولا الشركة حتي اعتذرت عايزين ياخدوا فلوس تمن حرقة الدم تمن قلة الذوق ولا الخدمة الممتازة ياجماعة السرقة العلني دي اخرتها ايه مع شوية الحرامية النصابين اللي ملهومش كبير دوول Swvl انا مسحت الابليكشن اصلا وحتي مش هفكر مجرد تفكير تاني استعمله بس رجاء من الناس متشجعش الحرامية واركبوا حاجه تانية بديلة,0
سوء المعاملة,1
ازاي شركة كبيرة وتطبيق معطل نتقابل,0
تطبيق بجننن,0
انصفو كباتن طلبات الاردن,0
المهرجان,1
نتمني ذياه عدد المحطات,1
أضافو رسوم خدمة جديدة استغلاااااالضش,0
في صعوبه في تشغيل البرنامج,0
الالتزام بالموعد,1
شركة محترمة وممتازة لإختيارها افضل وأمهر السائقين وسيارات حديثة,1
راع ورخيص,1
الطلب وصلني حار بعد نص ساعه كل شي تمام بس الي ماعجبتني ان لمن يوصل الطلب يدق عليك مال المطعم منفس اسلوبه يخلي الشهيه تنسد مو ليه,1
اسوء شركه نصابه احذر الناس منها تجربه سيئه,0
سي جدا جدا جدا لوسمحتو حدا يتوصل معاي عندي مشكله,0
فاشل ميستاهلش حتي نجمه واحده,0
Pp,1
waw,1
اتطبيق جيد واا اجول ذا ططبيق زفت طلبات احسن,0
التطبيق مش بيحمل خالص وعمال يقولي التطبيق لا يستجيب زهقني,0
تجربه زى الزفت وبنصح بعدم استخدام الابلكيشن ومع التوضيح طلبت الاوردر وفضلت نص ساعه مستنى ودافع كردت والمبلغ اتسحب من الحساب الاخر المحترم بتاع خدمة العملاء بيرد ويقولى اردلك المبلغ ازاى وخلال اسبوع اللى هو عادى محصلش اى مشكله في تسييب بصراحه وتجربتى مكانتش بالشكل اللائق,0
تم حجب الحساب بدون سبب وقبل الحجب تم رفض الطلب اكثر من مره شئ سئ للغايه,0
اصبح البرناج زباله واصبحة المطاعم تقوم بإلغاء الطلبات من تلقاء نفسها,0
التطبيق يستهلك مساحه كبيره من ذاكرة الهاتف كان من الأفضل تفعيل رقم مختصر لاستخدام خدمات المحفظه بدلا من إجبار المشترك على تنزيل تطبيق,0
سریع ماشا الله,1
اخ احبكم,1
هو بيوصل الجيزه,0
يعجبني كثيراً,1
التطبيق ابن شرموطة جوعني وما اشتغل بس ونا باتطلع عالصور ابن المنيوكه كس امك,0
مر حلو لازم يحطو التقييم من,1
الحد مب موجوده فل خريطه,0
لا تعمل بشكل جيد,0
تطبيق زفت وخدمة عملاء أسوء وكل شويه امسح التطبيق ونزل من جديد ومفيش حاجه والمشكله ذي ما هي مفيش اقل من نجمه في التقييم,0
خدمتكم اصبحت سيئه للغايه,0
تطبيق جيد جدا حتى انه في مرة تأخر عني الطلب ارسلوا لي كود بمبلغ الطعام مع توصيل الطعام,1
اضراب_طلبات,0
قيمة التوصيل للمطاعم البعيدة مرتفعة جدا,0
ممتاز مواعيد نظافه كابتن محترم سواقه متمكنة وهادية,1
لم يكن الفيلم مثيرًا ولم يلق إعجابي,0
Shno,0
أعجبني البرنامج طلبيات مستمره دوم مع برنامج لطلب الطعام,1
كل لما اجي أسجل يقول البيانات خطأ انتم اللي خطأ أضطريت الغي البرنامج,0
برنامج سي لم يدعم محافضات؟هذا شي سي,0
برنامج لطلبات المطاعم الأول بالكويت بلا منازع نود أن تكون هناك خصومات من طلبات وزيادة المطاعم المشهوره بالكويت وشكرا,1
موقع اسطوري,1
يججننننن,0
اقسم بالله ابلكشن زباله وبيتاخرو جامد جدا وبيلغو رحلات وبيغيرو مواعيد على مزجهم وحاجه منتها عدم الاحترام وخدمه عملاء اخبط دماغك فى الحيط هنعملك ايه ومفيش مسوليه ان الواحد عنده ارتباطات بمواعيد,0
عاجيييييييببببببببببب تقعد فمحلك تتطلب ويوصلك بيتك أنا بحريني,1
تطلب اليوم يجيك بعد اسبوعولعصير على الوجبه ما انصح احد ياخذ منه,0
اقسم بالله العظيم انك شركه بتخزي وكول سنتر بيعر حرميه حرميه نصابين,0
حموالكيوي,1
حاجه لوجه الله لما تعملو اعلان ان العربيه مكيفه ميبقاش الممثل بيعرق ركزوا شويه,0
برنامج عظيم ومفيد جدا,1
الموقع سيء جدا لا يعيد المبالغ المسترجعة ولا يعين المستهلكين في وجه المطاعم الجشعة رغم وجود الادلة على النصب والاحتيال,0
برنامجكم بجنن والتوصيل سريع عكس ما بقولوا البعض,1
اسهل موقع طلبات واحلا شي اول التدخل الموقع يطلع لك عرض على كذا مطعم,1
اخرا,1
تطبيق ممتع وسهل الاستخدام,1
احلى الطلبات ويسهل علينا الإختيار بالطعام جميع ما احتاجه من مطاعم ويوجد به مطاعم لم اجربها بعد ويوجد به عروض المأكولات انه برنامج فريد من نوعه,1
مضروووب طلبت من الساعة ودحين قربت على ومحد جا ومحد اتصل,0
مشروع مفيد جدا وياريت يبقى في جميع المناطق ويبقى التواصل طول النهار,1
جميل جدا ورائع,0
انا في الخبر شارع عشرين مو موجود في القائمه ابدن,1
ممتاز وعملي وسريع,1
شكرا خدمات سريعه ورائعه شكرا طلبات ساعدنا كثير,1
احلى برنامج اكل صراحه,1
بصراحه توقعته تطبيق ممتاز بالمصداقية وارضاء العميل بس من تجربتي ووصلني الطلب بالغلط وتواصلي معاهم اتضح انهم يهمشوك ويضربوك طاف ولا يتابعوا مشكلتك كل شوي يهمني ارضاءك وهمه ساحبين عليك الف او يقولك يهمنا رايك ونسمع شكوتك وبالاخير ماحد يهتم للاسف الشديد تطبيق مافيه مصداقية بتعامل مع العملاء,0
البرنامج جميل,1
مرررره فناااانييي,1
ياخي مو براضي يشتعل شوفولنا حل دايم اضغط علتطبيق ويطلعني يقول حدث خطا مدري وشو,0
التعامل مش لطيف أسعار التوصيل صارت غالية الأكل دايما بوصلني بارد معكم,0
بصراحه برنامج جميل كثير عجبني,1
ياناس يابشر ياعلم اتفو الله الناس تسولف في شي صالح للجميع ونتو في الاكل,1
التطبيق جداً ممتاز,1
لا نقوم بتوصيل طلبات إلى هذه المنطقة من اسوء الجمل اللى ممكن تطبيق توصيل يكتبها إلى العميل,0
يفوز,1
يرجى توفير مطاعم الاكلات الهندية الخفيفة مثل الاكلة المشهورة بأني بوري,1
تطبيق معفن مش عاوز يقبل الاكواد,0
Love ittt,1
تطبيق جيد جدا كيف يمكننا الحصول على قساىم,1
زباله ما بدعم المواقع بس عمان,0
طلبات مارت اربد من الظهر مشغولين ليش هيك,0
اذا سمحتو ضيفو منطقة سال اربد الاردن,1
مايطلع مطعم البيك شسالفه شنو السبب,0
التطبيق جدآ جميل,1
للأسف لم يعد جيدا وخدمة العملاء سيئة ما بيعطوا حلول لأي مشكلة كيف يصلني كود خصم من ماركت بترفضوا خدمة التوصيل منه ؟؟ شئ سئ نفس السوء بل أسوء سأحذف التطبيق حسبي الله ونعم الوكيل,0
التواصل الفعال يسهم في نجاح المشروع بشكل كبير,1
تطبيق جميل سهل الاستخدام ويوفر الجهد يمكن لاين كان استخدامه في اي مكان اعجبني جدا,1
سهل الطلب حييل,1
بتغلو الوجبات وبتوخذو ديليفري كان يعني والله مش هيك النصب,0
ليش ما في منطقة جازان,0
ممتاز جدا فكيتنا من عنوة الطلعة ومن بعد التعديل صار أسهل واحلى,1
ببساطة الافضل,1
رررررررررررووووووووووععععععععععععههههههه,1
مميز ورائع جدا,1
رائع وسهل واهتمام ممتاز من الموقع على العمل والاهتمام برأي والحرص على تحسين الخدمه,1
بتقولوا ليه بيظهر اي رقم عن مكانه وتفاصيله طلعتوا كذابين وفالأخر طلع برنامج عادي زيه زي خرائط جوجل ليه الكذب ده,0
البرنامج مفيد حلو,1
صراحة تطبيق رائع جدا جدا وممتاز جدا ولكن احيان تحدث اخطاء لذلك وضعت نجوم,1
شركة محتاله,0
التطبيق ولا اروع بس لو يضيفون انك تقدر تحط موقع بيكون افضل برنامج للطلب,1
رطع,1
انه حقا تطبيق فوق الممتاز بس لو تكرمتم عايز اعرف في محطة على كورنيش النيل بطرة البلد ولا لأ,1
ممتاز جدا كتير منيح احسن تطبيق للتوصيل,0
جميل جدا وصدييقي الصدوق وقت الجوع,1
أزبل تطبيق ممكن تتعامل معاه,0
لايوجدخيار الغاء الرحله ممكن اعرف ايه السبب,0
تطبيق فاشل واسعار مبالغ فيها من نادى الصيد غمرة جنيه على كده اطلب اوبر او كريم ارخص وعلى الاقل عربية ملاكى,0
جماد,1
هو ممتاز بس ارجوا في سرعه التوصيل,1
بجد مش عارف اقول ايه يعني خدمه العملاء تقولي جهز الورق وأروح اجهز الورق وبعد كدا يكلموني بعد ما اجهز الورق وادوخ يقولولي المنطقه خارج الاستعلام,0
الخدمة جدنا ممتازة,1
اخب طلبات للامانه احب اهتمامهم وسرعه حل الإشكالية، بس مشكله تخليني ابحث عن برنامح بديل،،، والسبب انه مره الجفع بالبطاقع يروح ومره لا واتصل بالبنك يقولو الإشكالية من البرنامج، من امس ابا اطلب من سن مارت بالبطاقه لا فائده,1
Aww,0
الابلكيشن دة انا بستخدمو بقالى حوالى سنتين ومفيش اى مشكلة ولم بيحصل مشكلة الدعم بيظبط الدنيا,1
رائعة,1
بس لو أنك ترسل الموقع على الخريطة يكون أسهل لك ولعامل التوصيل وشكر غير كذا برنامج رائع,1
برنامج سئ جداً,0
احبه لأنه اكل,1
كس,1
كنت طالبة كمية كبيرة وطلبتهم وقعدت ساعتين استنا وما اجو,0
حي الخالدية سكن مستشفى الملك خالد,1
ممتازه وشكرا لكم,1
Swvl good,1
للاسف مش بيفتح ونرجو اضافه مكان لكود الخاص بفدفون كاش,0
تقيل ونظام فاشل,0
راىع البرنامج,1
السلام عليكم أنا عوزه أعمل كاش لى ونزلت الطبيق ايه الطرق علشان أعمل,1
تواصل معاهم صعب,0
في بعض المدن في بعض اﻻماكن الحيوية فيها مثل شارع شهار في الطايف مثل حي الشرايع في مكة المكرمة ما منه اي فايده,0
تطبيق غير مفيد تطبيق وحش جدا,0
زي الخراه زي الخراه,0
برنامج ممتاز وسهل في اختيار المطاعم والمأكولات التي تخطر على بالك,1
تطبيق سيء جدا كل المناطق مكتوب لا يمكن التوصيل لهذه المنطقة,0
احلا برنامج فى العالم كله,1
تجربه رائعه وبرنامج كويس استخدامه,1
سوف اعطيكم نجوم كاملة إذا وصلت طلباتي بعد نصف ساعة,1
سي للغاية مش سيابلي حريه الاختيار بختار من قائمة على مزاج التطبيق وده مينفعش انا اختار اللي انا عايزه مش اللي التطبيق عايزه,0
واجد حلوا الموقع وانصحكم تنزلوه,1
برنامج تافه سيء سائقين بدون اخلاق فاشلين,0
بصراحه مايستهلوش ولا نجمه معامله سيئه من كافة الموظفين الي في مصدق الدقي وإهمال في شغلهم والمعامله السيئه مع العملاء والإستخفاف في إرجاع الحق لصاحبة وبالأخص الموظفة سهام السعيد والموظفة نسرين والسيد مختار مسؤال الشيكات المرتدة دأحمد حجازي مدير الشيكات المرتده والسيد مدير الإدارة العقاريه حسام حسن والسيد نادر مدير المبيعات ناس قاعدة على الكراسي على الفاضي والاسم مديرين علي فكره كل الاسامي الذي تم ذكرها مديرين أقسام وليسوا موظفين عادين هم المسؤولين عن اداره العمل بالشركة ملحوظه ده حصل اليوم بتاريخ وسألت عن الأستاذ هشام طلعت قالوا إنه مسافر اتفرج بقه يا أستاذ هشام على استهتار الموظفين في غيابك وذهابهم لمنازلهم قبل انتهاء العمل انا عميل عندهم من زمان حسبي الله ونعم الوكيل فيهم جميعا,0
سيء جدا وفي اماكن كتير مش بيوصل فيها,0
انهم مميزون واتمنا لهم التوفيق في عملهم وانتم افضل من كرج,1
البرنامج وايد وايد حلو,1
اتمنى تضيفو إسكان الملك عبدالله بجازان واتمنى تضيفو قريه خضيره بجازان جازان لايوجد فيها إلى مناطق قليله,1
شي,0
Ko,1
برنامج سيء للغاية اللغة بالكامل إنجليزي كأنه بيخدم ناس في إنجلترا عموما أنا مسحت البرنامج لحد ما مسؤلي البرنامج يحترموا عملائهم يعرفوا إن اللغة العربية هى لغة أغلبية الشعب المصرى,0
فين لينك لو انا عاوز اشتغل مندوب ازاي يعني البرنامج موجود ومفيش لينك تسجيل,0
تطبيق فاشل بمعنى كلمة فاشل وزباله,0
منطقه نجران غير موجوده التطبيق,0
سيئ جدا وانتبهو اذا بتشترو فيزا عن طريقه,0
محتجو على الهاتف المحمول,0
جميل وروعة,1
اسعار التوصيل عاليه جدا,0
ابلاكيشن ناجح والخصم بيتعمل بس ركز وانت بتعملو عشان لما بتحط العنوان بيروح في بترجع تحط الخصم تاني بتفاعل,1
انه الاجمل على الاطلاق اجمل تطبيق في الامارات انا احب هذا التطبيق جدااا,1
مسوي تقيم قوي عشان يوصلو أكلي بسرعة,1
حملت التطبيق وعم يطلعني وحاليا ميته من الجوع,0
اتمنا تحطون طبرجل,1
برنامج اكثر من فاشل تأخير في الطلب مو طبيعي ويوصلك الطلب بارد جدا وغير صالح للاكل ونا كتبت تعليقي بعد عدت طلبات الله يخلي هنقرستيشن بس من الاخر تطبيق زفت وحرام فيكم الخمسة نجوم اللي قبل,0
ممتاذ,1
لكن في بعض المطاعم غير موجودة,1
الاحساء,1
اسعار التوصيل مناسبة,1
تجربه ممتازه واغلب مشواري برحها بيه,1
تطبيق عملي يسهل كشيير من المجهود الوقت انصحكم تجربونه,1
انا اطلب شي ريال وفي طلبات يكون ونص ومعا التوصيل ريال ليش كذا,0
مندري,0
جيييد,1
طلبت اوردر من مطعم والى جالى غير إلى طلبتة وكلمت طلبات اعتذروا وقالولى هانرجع قيمة الاوردر وهدية من طلبات لمحفظة طلبات بعد نص ساعة وعدى يومين ومفيش حاجه رجعت,0
اعلانات في كل مكان بشكل مزعج,0
لا يستحق الكلام زباااااااااااااااله,0
افضل برنامج,1
أحسنت,1
ينقص البرنامج الكثير جدا مثل دفع مخالفات نيابة المرور دفع الشهر العقاري بنك الدم ومايستحدس من مدفوعات أخرى لحساب فورى,0
خدمه ممتازه لكنها تتاخر نوعا ما,1
التطبيق مرة وااااااو مرة حلو نزلواااااااا,1
اوسخ شركة شركة حرامية,0
ليش ماتضيفو البيك وريدان بالقائمه,0
فاشل تغير للأسف,0
لذيذة,1
معامله سيئ جدا جدا جدا جدا تجارب اكتر من سيئة,0
الموقع سهل الاستخدام وواضح مفيد شكرا على هذه الخدمة Do oo oo,1
طلبات دا افضل تطبيق,1
جميل جدااااا ومفيد,1
مع الكابتن وتبا لكم,0
إن جرب ماك,1
جميل جدا ومريح وفي تطور مستمر,1
للاسف نص المنيو مب موجود واذا اخترت شي مايمديك تغير الملاحظات محد يقراها اكتب بدون بصل يجيني مليان بصل يعني اتصل واكلم المطعم ونتافهم احسن بمليون مره اني اطلب من ذا التطبيق التعبان,0
مافيش مواصلات من عند الفصطاد للعباسيه,0
اكبر منتج للحديد في مصر الشرق الأوسط,1
التطبيق لايعمل نهائيا يعنى أنتم تضحكون علينا,0
كل الموبيلات الى عليها خصم حتى لو مش موجودة فى المخازن من الموبيلات كده,0
Done,1
من أفضل برامج التوصيل شواء في المطاعم أو البقاله من حيث السرعه والجودة,1
